Index,Open,High,Low,Close,Volume,Adjusted
2011/7/26,182.940002,184.050003,182.649994,182.929993,4356200,160.829244
2011/7/27,182.009995,182.910004,180.929993,181.350006,5806800,159.440144
2011/7/28,181.059998,183.270004,180.880005,181.800003,4478800,159.835774
2011/7/29,180.259995,183.429993,179.729996,181.850006,6665600,159.879736
2011/8/1,182.600006,183.690002,178.5,180.75,5842700,158.912628
2011/8/2,179.949997,182.289993,177.860001,178.050003,5770400,156.538832
2011/8/3,177.669998,179.229996,175.410004,178.830002,6722000,157.224595
2011/8/4,176.5,177.919998,171.179993,171.479996,11022300,150.762582
2011/8/5,172.100006,174.220001,166.520004,172.979996,11871800,152.081359
2011/8/8,168.830002,172.610001,166,166.220001,15804900,146.774453
2011/8/9,167.460007,171.050003,162,170.610001,12517600,150.650881
2011/8/10,168.179993,169.229996,161.850006,162.539993,13993600,143.524958
2011/8/11,164.100006,168.770004,162.940002,166.729996,9175600,147.224785
2011/8/12,168.5,169.380005,165.830002,168.199997,5187000,148.522816
2011/8/15,171.320007,174,170.389999,172.990005,7645400,152.752456
2011/8/16,172.190002,172.190002,169,171.240005,5585400,151.207183
2011/8/17,171.570007,172.990005,169.889999,171.479996,5129700,151.419098
2011/8/18,166.320007,166.460007,160.160004,163.830002,15082600,144.664052
2011/8/19,162.169998,163.940002,157.130005,157.539993,14068600,139.109892
2011/8/22,161.350006,161.679993,157.619995,158.979996,7249100,140.381433
2011/8/23,160.649994,164.589996,159.529999,164.320007,6923300,145.096734
2011/8/24,164.130005,166.830002,163.350006,166.759995,6427000,147.251275
2011/8/25,167.520004,168.529999,164.850006,165.580002,6751600,146.209325
2011/8/26,164.850006,169.330002,163.279999,169.139999,6438200,149.35285
2011/8/29,170.580002,172.720001,170.360001,172.619995,5293400,152.425732
2011/8/30,172.059998,173.509995,170.880005,172.509995,4477700,152.3286
2011/8/31,173.289993,173.720001,170.710007,171.910004,6074200,151.798801
2011/9/1,172.710007,173.679993,170.119995,170.330002,5463900,150.403638
2011/9/2,167.690002,168.929993,166,166.979996,4979100,147.445538
2011/9/6,163.059998,165.550003,162.199997,165.110001,5761200,145.794308
2011/9/7,167.279999,167.899994,166.160004,167.309998,6796600,147.736934
2011/9/8,167,169.580002,165.100006,165.25,6027200,145.917929
2011/9/9,164.570007,165.190002,160.809998,161.369995,6743900,142.491834
2011/9/12,160.039993,162.440002,158.759995,162.419998,5247200,143.419001
2011/9/13,163.639999,163.919998,161.539993,163.429993,4723800,144.310839
2011/9/14,164.009995,169.660004,161.990005,167.240005,6980700,147.675131
2011/9/15,168.639999,170.160004,167.229996,170.089996,5464400,150.19171
2011/9/16,171.330002,172.990005,169.740005,172.990005,11048100,152.752456
2011/9/19,169.5,173.869995,169.429993,173.130005,4755600,152.876078
2011/9/20,173.570007,177.429993,172.699997,174.720001,6209600,154.280065
2011/9/21,175,177.669998,172.619995,173.020004,7043100,152.778946
2011/9/22,168.330002,169.970001,166.5,168.619995,8195600,148.89368
2011/9/23,166.990005,169.539993,165.759995,169.339996,5586600,149.52945
2011/9/26,170.960007,174.699997,169.860001,174.509995,6745700,154.094627
2011/9/27,176.820007,179.619995,176.429993,177.710007,7638800,156.92028
2011/9/28,177.970001,180.75,177.080002,177.550003,7732200,156.778994
2011/9/29,179.690002,180.910004,175.529999,179.169998,6944300,158.209471
2011/9/30,176.009995,178.270004,174.75,174.869995,7807400,154.412512
2011/10/3,174.360001,177.919998,173.039993,173.289993,9042600,153.01735
2011/10/4,171.539993,175.070007,168.880005,174.740005,9200000,154.297729
2011/10/5,174.570007,177.300003,172.679993,176.850006,5851700,156.160888
2011/10/6,176.809998,181.990005,175.660004,181.690002,7180900,160.434668
2011/10/7,182.320007,183.720001,181.639999,182.389999,6842600,161.052775
2011/10/10,183,186.630005,182.899994,186.619995,5784800,164.787917
2011/10/11,184.589996,186,184.110001,185,5330500,163.35744
2011/10/12,186.080002,188,185.649994,186.119995,5338200,164.34641
2011/10/13,184.970001,187.5,184.5,186.820007,4399200,164.96453
2011/10/14,188.190002,190.529999,187.729996,190.529999,5368200,168.240502
2011/10/17,189.710007,190.160004,185.899994,186.589996,8790300,164.761428
2011/10/18,178,179.380005,176.25,178.899994,15729400,157.971054
2011/10/19,179.679993,179.809998,177.009995,177.389999,6708300,156.637709
2011/10/20,178.130005,179.240005,176.169998,177.25,7513800,156.514088
2011/10/21,179.110001,181.669998,178.75,181.630005,8054200,160.38169
2011/10/24,181.509995,183.389999,180.619995,182.25,5890600,160.929154
2011/10/25,181.660004,182.970001,180.009995,180.360001,5373100,159.260259
2011/10/26,181.740005,182.279999,179.029999,181.970001,5387700,160.681911
2011/10/27,184.990005,187,183.179993,185.880005,7057800,164.134496
2011/10/28,185.570007,188.070007,185.279999,187.449997,5009800,165.52082
2011/10/31,185.589996,186.910004,184.630005,184.630005,4710000,163.030729
2011/11/1,181.550003,183.259995,180.740005,181.350006,5881200,160.134447
2011/11/2,184,185.25,183.029999,183.919998,4136600,162.403784
2011/11/3,185.130005,187.779999,184.020004,187.300003,4953500,165.388373
2011/11/4,186.270004,187.139999,184.740005,186.380005,3237600,164.576002
2011/11/7,186.220001,187.729996,184.75,187.320007,3530800,165.406037
2011/11/8,187.479996,187.880005,185.509995,187.25,4330600,166.008889
2011/11/9,184.199997,185.240005,181.160004,182.240005,5494800,161.567214
2011/11/10,183.580002,184.770004,181.869995,183.350006,3881600,162.551299
2011/11/11,185.270004,187.830002,185.139999,187.380005,3665300,166.124146
2011/11/14,189.169998,189.839996,186.850006,187.350006,6038600,166.097551
2011/11/15,187.490005,189.970001,185.639999,188.75,4585300,167.338733
2011/11/16,187.820007,189.899994,186.300003,186.619995,4616800,165.45035
2011/11/17,186.809998,188.830002,183.389999,185.729996,5840500,164.66131
2011/11/18,186.710007,186.970001,184.660004,185.240005,4440900,164.226902
2011/11/21,183.369995,183.960007,180,181.479996,5145100,160.893418
2011/11/22,182.220001,182.979996,180.289993,181.309998,4178600,160.742704
2011/11/23,180.669998,181.490005,177.520004,177.949997,4800900,157.763852
2011/11/25,178.009995,179.559998,177.059998,177.059998,2232800,156.974811
2011/11/28,182.710007,182.929993,180.669998,182.210007,4524200,161.540618
2011/11/29,182.020004,183.309998,180.839996,180.940002,3661600,160.41468
2011/11/30,184.570007,188.350006,184.210007,188,7836800,166.673811
2011/12/1,187.009995,189.990005,186.770004,189.449997,4858800,167.959324
2011/12/2,189.919998,191.330002,189.449997,189.660004,4962200,168.145508
2011/12/5,191.179993,193.610001,190.380005,190.839996,5699400,169.191646
2011/12/6,190.649994,193.529999,190.320007,192.940002,4144900,171.053433
2011/12/7,191.990005,194.899994,191.279999,194.050003,5081700,172.037519
2011/12/8,192.479996,193.800003,191.070007,191.580002,4369000,169.847707
2011/12/9,192.910004,194.869995,192.399994,194.559998,4847900,172.489661
2011/12/12,193.639999,193.899994,191.220001,192.179993,3796100,170.379637
2011/12/13,193.460007,194.300003,190.639999,191.149994,5008400,169.466478
2011/12/14,189.839996,190.279999,188,188.720001,5057700,167.312137
2011/12/15,190.479996,191.199997,186.889999,187.479996,4474500,166.212795
2011/12/16,188.009995,188.009995,181.910004,183.570007,11849400,162.746344
2011/12/19,184.509995,184.690002,182.25,182.889999,5039900,162.143474
2011/12/20,185.5,187.330002,184.759995,187.240005,4740100,166.000028
2011/12/21,183.220001,183.5,179.039993,181.470001,9282500,160.884557
2011/12/22,182.710007,182.800003,181,182.039993,5052000,161.389891
2011/12/23,183.110001,184.850006,181.889999,184.75,3052300,163.792482
2011/12/27,184.970001,185.850006,184.389999,184.949997,2775200,163.969792
2011/12/28,185.190002,185.399994,183.339996,183.990005,2872000,163.118699
2011/12/29,184.070007,186.229996,184.009995,186.179993,2941600,165.06026
2011/12/30,186.330002,186.479996,183.850006,183.880005,3530900,163.021176
2012/1/3,186.729996,188.710007,186,186.300003,5646000,165.166657
2012/1/4,185.570007,186.330002,184.940002,185.539993,4346700,164.49286
2012/1/5,184.809998,185.029999,183.100006,184.660004,4463100,163.712694
2012/1/6,184.389999,184.479996,182.309998,182.539993,4897100,161.833172
2012/1/9,182.199997,182.270004,180.270004,181.589996,5201200,160.99094
2012/1/10,183.229996,183.720001,181.199997,181.309998,5161000,160.742704
2012/1/11,180.729996,182.809998,180.5,182.320007,4110800,161.638141
2012/1/12,181.860001,181.910004,178.380005,180.550003,6881000,160.068921
2012/1/13,179.479996,179.610001,177.350006,179.160004,5279200,158.836599
2012/1/17,180.360001,182,179.320007,180,6003400,159.581308
2012/1/18,179.830002,181.600006,179.5,181.070007,4600600,160.529937
2012/1/19,181.789993,182.360001,180.350006,180.520004,8567200,160.042325
2012/1/20,185.770004,188.970001,184.75,188.520004,12849700,167.134827
2012/1/23,187.910004,190.520004,187.669998,189.979996,5751700,168.429202
2012/1/24,188.630005,192.300003,188.520004,191.929993,5345700,170.157996
2012/1/25,191.330002,192.240005,189.610001,191.729996,4359700,169.980687
2012/1/26,191.789993,192.789993,190.470001,190.979996,4004700,169.315764
2012/1/27,190.009995,191.770004,189.809998,190.460007,3360400,168.854761
2012/1/30,189.389999,192.729996,188.220001,192.5,4359000,170.663344
2012/1/31,193.089996,193.100006,191,192.600006,4826800,170.752005
2012/2/1,193.210007,194.809998,192.410004,192.619995,5088800,170.769727
2012/2/2,192.720001,193.330002,191.330002,191.529999,3907300,169.803377
2012/2/3,192.929993,194.130005,192.539993,193.639999,4521700,171.674025
2012/2/6,192.479996,193.759995,192,192.820007,3639800,170.94705
2012/2/7,192.449997,194.139999,191.970001,193.350006,3433000,171.416927
2012/2/8,192.779999,193.580002,191.729996,192.949997,3803800,171.728427
2012/2/9,193.029999,194.460007,192.550003,193.130005,3876400,171.888637
2012/2/10,191.759995,192.429993,191.279999,192.419998,3391100,171.25672
2012/2/13,193.309998,193.690002,191.740005,192.619995,2458800,171.434721
2012/2/14,191.759995,192.600006,190.830002,192.220001,3398100,171.07872
2012/2/15,192.309998,193.440002,191.259995,192.25,4020900,171.105419
2012/2/16,192.610001,193.25,192,193.020004,3525500,171.790735
2012/2/17,193.710007,193.860001,192.300003,193.419998,3746500,172.146735
2012/2/21,193.729996,194.240005,192.460007,193.389999,3293600,172.120036
2012/2/22,193.029999,194.740005,192.75,193.869995,3275800,172.54724
2012/2/23,193.869995,199.229996,193.279999,197.610001,8032700,175.875901
2012/2/24,198.380005,198.559998,196.610001,197.759995,3353200,176.009398
2012/2/27,196.779999,198.710007,196.100006,197.529999,3758400,175.804698
2012/2/28,197.75,198.960007,197.429993,197.979996,3167400,176.205202
2012/2/29,197.860001,199.169998,196.449997,196.729996,5117100,175.092684
2012/3/1,197.229996,198.470001,196.929993,197.529999,3560300,175.804698
2012/3/2,197.100006,198.889999,197.059998,198.809998,3727400,176.943917
2012/3/5,198.360001,201.190002,198.300003,200.660004,6938000,178.59045
2012/3/6,199.139999,199.639999,196.809998,197.259995,5214700,175.56439
2012/3/7,198.089996,198.570007,197.309998,197.770004,3346900,176.018307
2012/3/8,199.240005,199.990005,198.649994,199.809998,3145800,177.833932
2012/3/9,199.979996,201.100006,199.720001,200.619995,3178200,178.554842
2012/3/12,200.929993,201.570007,200.229996,201,3119700,178.893052
2012/3/13,201.720001,203.899994,201.610001,203.779999,4866000,181.367293
2012/3/14,203.779999,205.149994,203.639999,204.720001,4602300,182.20391
2012/3/15,204.940002,206.179993,204.740005,206,3621100,183.343128
2012/3/16,207.029999,207.520004,206.009995,206.009995,9637000,183.352023
2012/3/19,205.710007,206.529999,204.5,205.720001,3763200,183.093925
2012/3/20,204.740005,205,203.699997,204.25,3695100,181.785602
2012/3/21,204.320007,205.770004,204.300003,204.690002,3329900,182.17721
2012/3/22,204,205.990005,203.960007,205.490005,3307800,182.889225
2012/3/23,205.889999,205.960007,204.559998,205.479996,3036200,182.880316
2012/3/26,206.449997,207.919998,206.320007,207.770004,3418200,184.918459
2012/3/27,208.460007,208.660004,207,207.179993,2704500,184.393339
2012/3/28,207.440002,208.690002,206.270004,207.289993,3265700,184.491242
2012/3/29,206.089996,208.5,206.020004,208.270004,3403700,185.363466
2012/3/30,208.740005,209.119995,208.009995,208.649994,3215200,185.701663
2012/4/2,208.960007,209.690002,208.089996,209.470001,3387900,186.431482
2012/4/3,209.309998,210.690002,208.539993,209.5,4091500,186.458181
2012/4/4,206.220001,206.979996,205.190002,206.050003,4404000,183.387632
2012/4/5,205.149994,205.679993,204.460007,205.470001,3809000,182.871421
2012/4/9,204.399994,206.169998,203.369995,204.940002,3326900,182.399714
2012/4/10,204.940002,205.740005,202.169998,202.330002,4132900,180.076774
2012/4/11,203.990005,204.320007,202.460007,202.580002,3366200,180.299278
2012/4/12,202.800003,205.559998,202.639999,205.320007,2929600,182.737924
2012/4/13,204.320007,204.649994,202.800003,202.800003,3767000,180.495082
2012/4/16,204.740005,205.970001,202.720001,202.720001,3826600,180.423879
2012/4/17,204.570007,207.639999,204.149994,207.449997,6065500,184.633647
2012/4/18,202.429993,204.070007,200,200.130005,10153500,178.118743
2012/4/19,200.029999,201.259995,197.520004,199.509995,5762900,177.566925
2012/4/20,199.830002,200.119995,199.089996,199.600006,4758200,177.647036
2012/4/23,197.889999,199.100006,196.789993,198.619995,3618800,176.774812
2012/4/24,199.059998,202.479996,198.869995,200,5626300,178.003037
2012/4/25,202.020004,203.690002,201.800003,203.570007,4003400,181.180398
2012/4/26,203.399994,206.210007,203.399994,205.580002,3302700,182.969323
2012/4/27,206.470001,208.169998,205.910004,206.809998,3496900,184.064038
2012/4/30,206.710007,207.960007,206.320007,207.080002,2773200,184.304346
2012/5/1,207.179993,208.929993,206.710007,208,2715900,185.123158
2012/5/2,206.970001,208.270004,206.910004,208.059998,2360300,185.176557
2012/5/3,208.270004,208.919998,206.550003,207.240005,2826600,184.446752
2012/5/4,206.470001,207.110001,204.399994,204.990005,4023600,182.444218
2012/5/7,203.960007,204.770004,202.899994,203.75,3373400,181.340594
2012/5/8,202.440002,203.059998,199.720001,201.479996,3881500,180.071476
2012/5/9,199.990005,203,199.059998,201.229996,3742500,179.84804
2012/5/10,201,203.25,200.020004,200.600006,3830500,179.28499
2012/5/11,199.960007,202.119995,199.949997,201.169998,2391500,179.794417
2012/5/14,199.919998,200.710007,198.559998,199.440002,3029200,178.248244
2012/5/15,199.440002,201.470001,198.759995,199.039993,2987400,177.890739
2012/5/16,199.419998,201.350006,198.179993,199.729996,5001000,178.507424
2012/5/17,199.669998,200.789993,197.639999,197.889999,5626300,176.862939
2012/5/18,198.779999,198.779999,195.160004,195.880005,5737100,175.066519
2012/5/21,195.979996,197.929993,194.630005,197.759995,3831700,176.746748
2012/5/22,198.039993,198.259995,196.059998,196.820007,3567100,175.90664
2012/5/23,195.529999,196.490005,193.199997,196.119995,4100000,175.281009
2012/5/24,195.990005,196.279999,194,196.089996,3569300,175.254198
2012/5/25,195.110001,196,194,194.300003,2901900,173.654402
2012/5/29,195.220001,198.080002,195.220001,196.460007,3618500,175.584892
2012/5/30,194.800003,195.470001,193.770004,194.529999,3602500,173.85996
2012/5/31,194.100006,194.929993,192,192.899994,9287500,172.403153
2012/6/1,190.119995,191.720001,188.600006,189.080002,5206400,168.989059
2012/6/4,188.339996,189.380005,187,188.539993,4624500,168.50643
2012/6/5,187.919998,189.850006,187.559998,189.199997,3556500,169.096304
2012/6/6,190.779999,194,190.020004,193.990005,3641300,173.377344
2012/6/7,195.279999,195.830002,193.940002,194.440002,3701100,173.779526
2012/6/8,193.710007,195.139999,192.699997,195.139999,2479200,174.405144
2012/6/11,196.600006,196.699997,192.369995,192.509995,3273300,172.054594
2012/6/12,192.139999,194.669998,192.139999,194.550003,3023700,173.877838
2012/6/13,194.360001,195.190002,192.350006,193.100006,3247700,172.581913
2012/6/14,193,195.830002,192.740005,195.100006,3585000,174.3694
2012/6/15,196.080002,199.270004,195.399994,199.100006,6389000,177.944375
2012/6/18,197.570007,199.639999,197.169998,198.289993,3378900,177.220431
2012/6/19,198.830002,199.990005,198.800003,198.929993,3297600,177.792426
2012/6/20,198.699997,199.740005,197.5,198.779999,3378200,177.65837
2012/6/21,199.070007,199.449997,193.190002,193.389999,4316600,172.841092
2012/6/22,193.869995,194.880005,193.220001,193.699997,8823000,173.118151
2012/6/25,192.479996,193.389999,191.679993,192.860001,3211600,172.367409
2012/6/26,193.539993,193.679993,190.75,191.949997,3435900,171.554099
2012/6/27,192.139999,193.699997,190.899994,193,2762700,172.492533
2012/6/28,191.229996,192.080002,188.899994,191.399994,3967300,171.062538
2012/6/29,194.550003,195.809998,192.410004,195.580002,5259600,174.798393
2012/7/2,196.360001,197.199997,194.850006,195.830002,2827000,175.021829
2012/7/3,195.460007,196.339996,194.910004,195.929993,1450400,175.111195
2012/7/5,194.880005,196.850006,193.630005,195.289993,2690200,174.5392
2012/7/6,193.919998,193.940002,189.740005,191.410004,4952900,171.071484
2012/7/9,190.759995,191,188.050003,189.669998,3988100,169.516365
2012/7/10,190.300003,191.139999,185.600006,186.259995,4690300,166.468696
2012/7/11,186.220001,187.360001,183.509995,185.25,5456100,165.566019
2012/7/12,184.25,184.389999,181.850006,183.089996,4931300,163.63553
2012/7/13,183.460007,186.330002,183.029999,186.009995,3933000,166.24526
2012/7/16,185.580002,186.100006,184.580002,184.789993,3144400,165.154891
2012/7/17,185.729996,186.289993,183.199997,183.649994,5158600,164.136024
2012/7/18,184.149994,188.589996,183.550003,188.25,8019500,168.24725
2012/7/19,193.399994,196.850006,192.970001,195.339996,10395400,174.58389
2012/7/20,194.089996,194.899994,192.169998,192.449997,4789700,172.000971
2012/7/23,189.779999,191.300003,188.199997,190.830002,3904500,170.553111
2012/7/24,190.919998,191.320007,188.559998,190.339996,3597100,170.115171
2012/7/25,190.309998,192.770004,189.320007,191.080002,3833800,170.776547
2012/7/26,193.490005,194.949997,192.570007,193.949997,3282900,173.341587
2012/7/27,195.100006,197.410004,193.949997,196.389999,4177300,175.522323
2012/7/30,196.320007,197.839996,195.919998,196.679993,2787000,175.781503
2012/7/31,196.5,197.580002,195.880005,195.979996,3507000,175.155885
2012/8/1,196.960007,197.850006,194.720001,195.179993,2559300,174.440888
2012/8/2,194.160004,196.600006,193.020004,194.449997,2812600,173.788459
2012/8/3,196.479996,198.949997,196.160004,198.520004,3278100,177.426002
2012/8/6,198.759995,199.940002,198.520004,198.759995,2337800,177.640492
2012/8/7,199.429993,200.880005,198.800003,199.929993,3209400,178.68617
2012/8/8,198.270004,199.690002,198.160004,199.029999,2068300,178.641295
2012/8/9,198.619995,199.460007,197.889999,198.419998,2160100,178.093783
2012/8/10,197.869995,199.369995,197.240005,199.289993,2600500,178.874655
2012/8/13,198.880005,199.979996,197.789993,199.009995,2418300,178.62334
2012/8/14,198.880005,199.330002,197.720001,198.289993,2562300,177.977096
2012/8/15,198.899994,199.330002,197.919998,198.399994,2111800,178.075828
2012/8/16,198.770004,201.320007,198.119995,200.839996,2729500,180.265875
2012/8/17,201.080002,202,200.660004,201.220001,2551800,180.606952
2012/8/20,200.690002,201.130005,200.029999,200.5,2336000,179.960708
2012/8/21,200.990005,201,198.369995,198.649994,3111300,178.300218
2012/8/22,198.639999,198.649994,196.899994,197.25,3296100,177.04364
2012/8/23,197.039993,197.369995,195.440002,195.699997,2757400,175.652419
2012/8/24,194.960007,198.110001,194.199997,197.770004,2639500,177.510374
2012/8/27,197.960007,198.300003,195.610001,195.690002,2498800,175.643449
2012/8/28,195.559998,196.110001,194.5,194.869995,2539200,174.907443
2012/8/29,195.130005,196.039993,194.899994,195.080002,2141400,175.095937
2012/8/30,194.770004,195.470001,193.179993,193.369995,2740900,173.561104
2012/8/31,194.309998,195.949997,193.460007,194.850006,3193300,174.889502
2012/9/4,196.610001,197.169998,193.25,194.539993,4514400,174.611247
2012/9/5,194.410004,195.850006,193.889999,195.039993,3312500,175.060027
2012/9/6,196.259995,199.460007,196.110001,199.100006,3931700,178.70413
2012/9/7,199.119995,199.5,198.080002,199.5,3413700,179.063149
2012/9/10,199.389999,201.820007,198.729996,200.949997,4208000,180.364607
2012/9/11,200.550003,203.460007,200.509995,203.270004,3910600,182.446952
2012/9/12,203.520004,204.649994,202.960007,203.770004,3284000,182.895732
2012/9/13,204.380005,206.809998,203.460007,206.360001,3879600,185.220408
2012/9/14,206.240005,207.649994,206.050003,206.809998,4057100,185.624308
2012/9/17,205.550003,207.990005,205.550003,207.149994,3275100,185.929475
2012/9/18,206.880005,207.880005,206.479996,207.070007,2476100,185.857682
2012/9/19,207.550003,207.570007,206.009995,206.429993,2605600,185.28323
2012/9/20,205.850006,206.990005,205.300003,206.179993,3739100,185.058841
2012/9/21,207.360001,207.940002,205.919998,205.979996,12771500,184.879331
2012/9/24,205.020004,206.059998,204.899994,205.289993,3511100,184.260013
2012/9/25,205.600006,207.320007,204.949997,204.979996,3345200,183.981772
2012/9/26,205.050003,205.979996,203.899994,204,3423300,183.102167
2012/9/27,204.369995,206.899994,204.139999,205.910004,2771900,184.816509
2012/9/28,205.660004,208.320007,205.309998,207.449997,4910900,186.198745
2012/10/1,208.009995,211.75,207.940002,210.470001,5456900,188.909379
2012/10/2,210.960007,211.470001,208.5,209.839996,3321000,188.343912
2012/10/3,209.940002,211.300003,209.300003,210.509995,3192300,188.945275
2012/10/4,210.279999,210.970001,208.529999,210.389999,2957500,188.837573
2012/10/5,211.149994,211.789993,210.059998,210.589996,2858400,189.017082
2012/10/8,210.020004,210.639999,209.210007,209.820007,1982600,188.325971
2012/10/9,209.949997,210.740005,207.699997,207.990005,3580400,186.683435
2012/10/10,207.820007,208.229996,205.050003,205.820007,4024500,184.735732
2012/10/11,206.570007,207.270004,205.630005,205.759995,2910000,184.681867
2012/10/12,205.639999,207.960007,205.559998,207.800003,2712000,186.512897
2012/10/15,208.880005,209.399994,207.820007,208.929993,3060900,187.52713
2012/10/16,209.940002,211,209.470001,211,5632100,189.385085
2012/10/17,201.210007,203.410004,198.550003,200.630005,12673900,180.077396
2012/10/18,199.910004,200.139999,194.070007,194.960007,9295900,174.988234
2012/10/19,195.289993,196.080002,193.179993,193.360001,6620300,173.552133
2012/10/22,193.710007,194.679993,192.440002,194.399994,4402500,174.485589
2012/10/23,193.529999,194,190.940002,191.25,4427400,171.658282
2012/10/24,192.440002,193.289993,190.559998,190.720001,3738000,171.182576
2012/10/25,191.410004,192.440002,190.710007,191.600006,3249600,171.972433
2012/10/26,191.490005,193.869995,191.470001,193.270004,4006500,173.471356
2012/10/31,194.800003,196.410004,193.630005,194.529999,6052300,174.602276
2012/11/1,194.679993,197.889999,194.550003,197.149994,3758800,176.953878
2012/11/2,197.529999,198,193.289993,193.429993,4260100,173.614955
2012/11/5,192.360001,194.970001,192.009995,194.139999,2736200,174.252229
2012/11/6,195.259995,196.75,194.679993,195.070007,3281000,175.086966
2012/11/7,193.360001,193.679993,191.160004,191.160004,4746200,172.328416
2012/11/8,191.399994,191.809998,190.089996,190.100006,3542200,171.372841
2012/11/9,189.850006,191.639999,188.880005,189.639999,3671600,170.958151
2012/11/12,190.029999,190.770004,187.410004,189.25,3067400,170.606571
2012/11/13,188.389999,190.880005,188.25,188.320007,3406700,169.768194
2012/11/14,189.139999,189.270004,185.279999,185.509995,4404400,167.235002
2012/11/15,185.830002,187.199997,184.779999,185.850006,3411700,167.541518
2012/11/16,186.330002,187.559998,185.100006,186.940002,4660800,168.524137
2012/11/19,188.619995,190.389999,188.300003,190.350006,3588900,171.598213
2012/11/20,189.880005,190.110001,188.25,189.199997,3170200,170.561494
2012/11/21,189.300003,190.889999,188.949997,190.289993,5189600,171.544113
2012/11/23,191,193.490005,190.800003,193.490005,3877600,174.428885
2012/11/26,192.449997,193.369995,191.770004,192.880005,5210300,173.878977
2012/11/27,192.080002,193.050003,191,191.229996,3290900,172.391513
2012/11/28,190.979996,192.039993,189.270004,191.979996,3603600,173.067629
2012/11/29,192.75,192.899994,190.199997,191.529999,4077900,172.661962
2012/11/30,191.75,192,189.5,190.070007,4936400,171.345798
2012/12/3,190.759995,191.300003,188.360001,189.479996,3349600,170.81391
2012/12/4,189.710007,190.75,189.020004,189.360001,3990700,170.705736
2012/12/5,189.009995,189.460007,186.940002,188.649994,4202100,170.065673
2012/12/6,189.169998,190.179993,188.410004,189.699997,3216600,171.012238
2012/12/7,190.139999,192.199997,190.110001,191.949997,4091300,173.040586
2012/12/10,192.169998,193.539993,191.649994,192.619995,3438500,173.644581
2012/12/11,193.179993,194.800003,193.149994,194.199997,4144000,175.068933
2012/12/12,194.600006,194.75,192.460007,192.949997,4241900,173.942074
2012/12/13,192.179993,193.050003,191.369995,191.990005,3623200,173.076653
2012/12/14,191.690002,193.399994,191.259995,191.759995,3826900,172.869301
2012/12/17,191.759995,193.910004,191.759995,193.619995,3792400,174.546069
2012/12/18,193.850006,195.919998,193.839996,195.690002,4125900,176.412155
2012/12/19,195.460007,196.449997,195,195.080002,4270500,175.862247
2012/12/20,194.470001,194.949997,193.160004,194.770004,4184500,175.582788
2012/12/21,193.100006,194.5,191.570007,193.419998,8225300,174.365774
2012/12/24,193.050003,193.830002,192.020004,192.399994,1631200,173.446252
2012/12/26,192.210007,193.529999,190.949997,191.949997,2776500,173.040586
2012/12/27,191.529999,193.279999,190.699997,192.710007,3967600,173.725725
2012/12/28,191.110001,192.220001,189.830002,189.830002,3536600,171.129436
2012/12/31,189.229996,191.679993,188.839996,191.550003,4684900,172.679996
2013/1/2,194.089996,196.350006,193.800003,196.350006,4234100,177.00714
2013/1/3,195.669998,196.289993,194.440002,195.270004,3644700,176.033532
2013/1/4,194.190002,194.460007,192.779999,193.990005,3380200,174.879629
2013/1/7,193.399994,193.779999,192.339996,193.139999,2862300,174.113358
2013/1/8,192.919998,193.300003,191.600006,192.869995,3026900,173.869953
2013/1/9,193.479996,193.490005,191.649994,192.320007,3212000,173.374146
2013/1/10,192.649994,192.960007,191.279999,192.880005,3608100,173.878977
2013/1/11,194.149994,195,192.899994,194.449997,3880400,175.294305
2013/1/14,192.820007,193.279999,191.75,192.619995,4172200,173.644581
2013/1/15,191.309998,192.729996,190.389999,192.5,4172100,173.536407
2013/1/16,192,193.179993,191.350006,192.589996,2962900,173.617537
2013/1/17,193.850006,194.460007,193.240005,193.649994,3881600,174.573112
2013/1/18,194.029999,195,193.800003,194.470001,4559600,175.312339
2013/1/22,194.360001,196.080002,194.009995,196.080002,7172300,176.763735
2013/1/23,203.5,208.580002,203.360001,204.720001,12530500,184.552589
2013/1/24,203.910004,205.059998,203.080002,204.419998,4447200,184.28214
2013/1/25,204.449997,205.179993,204.130005,204.970001,3358900,184.777961
2013/1/28,204.850006,206.220001,204.289993,204.929993,2823700,184.741894
2013/1/29,204.339996,205.729996,203.639999,203.899994,3617100,183.813362
2013/1/30,203.690002,204.880005,203.190002,203.520004,2998400,183.470806
2013/1/31,203.320007,204.470001,202.960007,203.070007,3091400,183.06514
2013/2/1,204.649994,205.350006,203.839996,205.179993,3370700,184.967266
2013/2/4,204.190002,205.020004,203.570007,203.789993,3188800,183.714198
2013/2/5,204.309998,204.75,202.509995,202.789993,3636900,182.81271
2013/2/6,200.389999,201.289993,199.559998,201.020004,3624200,181.979856
2013/2/7,200.619995,200.910004,198.679993,199.740005,3076700,180.821095
2013/2/8,199.970001,202.089996,199.679993,201.679993,2893300,182.577331
2013/2/11,200.979996,201.949997,199.75,200.160004,2944700,181.201312
2013/2/12,200.009995,200.740005,199.020004,200.039993,2461800,181.092669
2013/2/13,200.649994,200.949997,199.570007,200.089996,2169800,181.137936
2013/2/14,199.729996,200.320007,199.259995,199.649994,3294200,180.739609
2013/2/15,199.979996,201.25,199.820007,200.979996,3627800,181.943637
2013/2/19,200.600006,201.889999,200.220001,200.320007,2998300,181.346161
